index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
32017,2.0,475,2.0,1576,3.0,1264,2.0,1249,3.0,1493,4.0,653,3.0,774,1.0,896,5.0,2593,2.0,1367,3.0,1163,5.0,607,4.0,767,2.0,984,4.0,1554,2.0,1495,3.0,384,4.0,1000,2.0,1035,2.0,737,20s,4,2,2,Male,1,2,White,Christian_Protestant,2,0,0,4,3,4,4,6,1,2,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32018,2.0,484,4.0,1416,5.0,575,2.0,779,5.0,949,2.0,1552,1.0,1560,2.0,4057,2.0,1940,4.0,2164,5.0,844,5.0,1253,5.0,1284,2.0,2341,5.0,635,1.0,827,2.0,856,3.0,4709,5.0,749,2.0,840,20s,2,1,2,Female,1,1,Asian,Christian_Catholic,4,1,6,1,1,5,0,0,6,6,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
32019,5.0,526,5.0,1575,1.0,12375,1.0,1168,5.0,1173,5.0,1062,5.0,1183,1.0,585,5.0,2357,5.0,1737,5.0,1347,5.0,1327,5.0,944,5.0,509,5.0,537,5.0,1057,3.0,1609,1.0,26469,5.0,1526,5.0,838,20s,2,1,4,Male,1,2,Other,Christian_Other,0,5,1,5,0,2,0,2,0,2,3,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
32020,3.0,801,1.0,1136,1.0,2599,1.0,889,4.0,1286,3.0,687,4.0,860,1.0,798,4.0,1938,2.0,2654,5.0,1160,1.0,1781,2.0,777,4.0,487,1.0,927,4.0,5440,4.0,1491,3.0,1357,3.0,658,1.0,2630,10s,1,1,3,Female,1,1,White,Agnostic,5,2,2,1,1,1,0,2,5,6,3,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32021,4.0,904,2.0,2086,4.0,1386,2.0,1124,2.0,1828,5.0,640,3.0,1219,2.0,1993,5.0,2754,4.0,1766,5.0,1439,4.0,1607,2.0,1566,4.0,1285,4.0,1255,4.0,975,5.0,909,1.0,1725,4.0,747,1.0,2794,30s,3,1,3,Female,1,2,White,Christian_Protestant,1,4,0,5,1,4,1,6,1,4,2,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
32022,2.0,845,1.0,1218,4.0,669,3.0,2011,2.0,2715,3.0,7112,4.0,863,1.0,1546,2.0,2165,4.0,1463,5.0,1658,5.0,3140,1.0,898,2.0,389,2.0,828,2.0,983,4.0,832,4.0,1399,4.0,989,2.0,1811,30s,4,1,2,Male,2,2,White,Agnostic,1,5,2,6,1,2,1,5,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
32023,1.0,334,3.0,1659,5.0,645,1.0,502,1.0,667,2.0,340,1.0,319,1.0,2623,2.0,1346,5.0,369,2.0,1110,5.0,535,2.0,344,1.0,233,2.0,1203,5.0,1163,1.0,392,4.0,1618,4.0,160,4.0,799,20s,4,1,1,Male,3,1,Asian,Agnostic,1,2,2,5,0,6,2,1,1,6,3,2,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
32024,1.0,773,2.0,1211,4.0,1090,1.0,415,1.0,809,1.0,462,1.0,787,5.0,1647,2.0,1183,2.0,1079,5.0,632,5.0,2042,4.0,872,2.0,402,2.0,1011,4.0,603,5.0,556,4.0,828,4.0,904,2.0,1447,10s,1,1,2,Male,1,1,Other,Atheist,2,1,1,1,0,2,1,2,5,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32025,2.0,577,5.0,2325,4.0,809,1.0,1100,1.0,1956,3.0,687,5.0,897,1.0,1490,5.0,1431,5.0,840,3.0,1807,5.0,778,4.0,822,3.0,1489,4.0,1164,4.0,816,5.0,519,1.0,999,4.0,1443,5.0,869,60s,2,1,3,Male,1,3,White,Christian_Protestant,5,4,5,2,3,2,1,0,4,2,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32026,3.0,409,5.0,1100,5.0,528,4.0,569,2.0,595,2.0,779,4.0,316,4.0,1486,2.0,936,4.0,1370,5.0,742,5.0,1127,4.0,640,5.0,337,4.0,884,5.0,837,4.0,425,5.0,770,5.0,502,5.0,644,20s,3,1,2,Male,1,1,White,Atheist,2,0,2,2,0,2,2,4,1,6,2,2,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
32027,4.0,613,1.0,2632,4.0,3383,2.0,3152,3.0,2494,2.0,675,5.0,2288,1.0,1782,5.0,3423,3.0,2725,5.0,1130,5.0,1891,1.0,1315,5.0,461,4.0,1177,4.0,1044,5.0,694,2.0,1318,1.0,566,2.0,1223,20s,2,1,3,Male,1,1,White,Atheist,4,6,1,2,0,1,0,4,1,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32028,3.0,926,1.0,4137,3.0,1811,3.0,1256,3.0,1293,3.0,911,3.0,1452,2.0,3093,4.0,1717,3.0,3003,3.0,1736,5.0,3124,2.0,1523,3.0,1507,3.0,800,3.0,2331,4.0,1396,3.0,1788,3.0,1308,4.0,2264,40s,3,2,3,Female,1,2,Asian,Atheist,3,2,2,2,3,2,1,4,3,2,3,2,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
32029,2.0,374,5.0,737,5.0,1074,1.0,753,2.0,840,2.0,722,2.0,998,1.0,924,3.0,1195,4.0,1384,4.0,1421,4.0,970,4.0,623,3.0,431,3.0,821,4.0,838,3.0,444,2.0,847,4.0,691,3.0,747,30s,3,1,2,Male,1,2,Black,Other,5,1,1,2,2,1,2,2,2,1,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
32030,1.0,444,4.0,1453,5.0,343,1.0,381,1.0,1071,2.0,485,2.0,558,1.0,1440,2.0,437,5.0,882,2.0,1638,3.0,1448,5.0,442,1.0,141,5.0,591,4.0,1248,2.0,563,2.0,786,5.0,464,5.0,1175,10s,3,1,2,Male,1,1,Black,Christian_Other,4,5,2,6,1,2,2,5,0,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32031,1.0,665,5.0,1412,4.0,1194,1.0,1323,1.0,1125,2.0,1352,1.0,1020,1.0,1599,1.0,3281,2.0,3672,5.0,1320,5.0,1333,5.0,1136,1.0,957,3.0,1715,4.0,2117,2.0,3120,5.0,2045,4.0,2227,4.0,2005,50s,3,1,5,Female,1,1,White,Christian_Other,1,2,1,1,1,6,0,5,4,2,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32032,1.0,690,4.0,1754,4.0,626,1.0,924,1.0,2697,1.0,597,5.0,426,3.0,3305,4.0,2802,5.0,1063,5.0,1396,4.0,2744,2.0,1900,4.0,848,5.0,500,2.0,2811,3.0,1501,5.0,887,4.0,930,4.0,1934,20s,2,1,2,Female,1,1,White,Atheist,0,5,0,1,0,3,0,2,0,6,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32033,2.0,880,1.0,3024,4.0,10377,2.0,1634,1.0,1263,4.0,4161,2.0,1629,1.0,2018,2.0,2728,4.0,2545,5.0,1509,4.0,1173,2.0,1202,4.0,1497,2.0,3356,4.0,2480,1.0,744,2.0,3478,2.0,2208,1.0,1418,50s,3,1,5,Male,1,2,White,Christian_Protestant,1,4,1,5,1,3,2,6,0,6,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
32034,1.0,822,2.0,1169,2.0,614,1.0,723,1.0,930,3.0,15222,2.0,737,1.0,1398,5.0,1256,3.0,907,5.0,3597,4.0,1061,2.0,756,2.0,355,3.0,1912,4.0,558,4.0,1579,2.0,2467,3.0,2721,1.0,850,20s,3,1,1,Male,1,1,White,Agnostic,6,6,2,6,1,0,2,3,1,5,2,2,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1
32035,4.0,1077,1.0,1444,4.0,898,1.0,824,4.0,1819,4.0,973,4.0,821,3.0,1133,5.0,1270,3.0,1167,5.0,907,1.0,939,2.0,803,4.0,565,3.0,1875,4.0,977,4.0,530,5.0,1439,3.0,621,1.0,1030,50s,4,1,2,Female,1,2,White,Christian_Other,2,5,0,4,2,2,0,6,1,5,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32036,1.0,737,2.0,320,5.0,701,1.0,445,5.0,884,1.0,501,1.0,985,4.0,1433,2.0,2241,5.0,1491,1.0,795,5.0,1513,5.0,521,1.0,426,5.0,518,4.0,689,1.0,284,1.0,501,5.0,432,5.0,548,20s,3,1,2,Male,1,1,Other,Atheist,6,1,0,0,2,1,5,0,6,5,3,2,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
32037,1.0,676,5.0,1781,4.0,657,5.0,3052,1.0,1119,1.0,1673,4.0,1285,4.0,5607,1.0,1776,2.0,1570,5.0,1090,4.0,931,4.0,828,4.0,592,2.0,705,2.0,949,3.0,678,2.0,856,3.0,811,4.0,1001,50s,4,1,3,Female,1,2,White,Christian_Protestant,4,2,1,5,1,4,1,0,1,6,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
32038,1.0,581,3.0,1489,5.0,3727,5.0,4342,1.0,3600,1.0,4289,4.0,6579,1.0,1814,1.0,3297,4.0,6275,5.0,2481,4.0,8373,4.0,3335,2.0,3062,2.0,1236,3.0,1605,1.0,1049,3.0,3466,2.0,1665,4.0,1013,20s,4,2,2,Female,1,1,Asian,Buddhist,2,1,4,4,1,4,0,5,1,4,3,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
32039,3.0,750,1.0,4795,2.0,2849,5.0,4817,4.0,4501,5.0,949,1.0,1947,1.0,1755,3.0,2236,4.0,2823,5.0,4197,5.0,3289,4.0,7057,2.0,661,4.0,2459,5.0,14471,5.0,1186,5.0,1704,5.0,10938,3.0,2968,20s,3,2,6,Female,1,1,White,Christian_Catholic,2,2,2,4,0,3,0,4,2,5,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0
32040,4.0,426,5.0,1314,3.0,704,4.0,1035,2.0,975,5.0,1756,5.0,960,5.0,577,5.0,542,4.0,439,5.0,687,4.0,1075,5.0,1096,5.0,432,2.0,632,5.0,395,5.0,528,4.0,1042,4.0,521,5.0,566,20s,3,0,4,Male,1,1,Black,Christian_Other,4,1,2,1,0,1,2,4,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
32041,1.0,1070,1.0,1157,5.0,555,1.0,814,5.0,864,1.0,417,1.0,441,1.0,307,1.0,1344,3.0,1395,2.0,1566,5.0,825,5.0,462,2.0,578,5.0,968,1.0,936,1.0,1075,2.0,928,4.0,402,4.0,716,10s,2,1,3,Male,1,1,White,Christian_Other,5,2,1,4,2,1,3,5,2,4,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32042,2.0,588,4.0,1366,4.0,921,1.0,553,2.0,481,2.0,986,2.0,1761,1.0,3460,1.0,1449,4.0,1608,1.0,910,5.0,1559,3.0,1642,1.0,495,5.0,478,5.0,758,3.0,332,2.0,2937,5.0,531,5.0,1594,30s,3,1,2,Male,1,1,White,Agnostic,6,1,3,5,2,0,2,0,4,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
32043,1.0,563,3.0,2001,3.0,1199,4.0,2083,1.0,4170,4.0,929,2.0,1491,1.0,5186,5.0,3327,4.0,3416,5.0,3509,2.0,1948,1.0,2669,5.0,922,1.0,1636,1.0,1464,2.0,1852,4.0,2225,1.0,2053,2.0,1438,20s,3,2,1,Male,1,1,Asian,Other,3,3,0,6,0,2,1,6,2,6,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
32044,2.0,403,3.0,752,4.0,1247,1.0,3814,1.0,1032,2.0,473,2.0,503,1.0,1949,5.0,2315,4.0,1219,5.0,775,5.0,915,4.0,789,2.0,8405,4.0,873,3.0,1015,2.0,573,3.0,896,3.0,986,3.0,832,30s,4,1,2,Male,1,2,White,Agnostic,1,2,2,5,0,5,2,3,1,4,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
32045,1.0,371,4.0,930,4.0,792,1.0,576,1.0,1071,1.0,472,1.0,551,1.0,2162,2.0,2113,5.0,744,1.0,1192,5.0,1321,5.0,775,1.0,610,5.0,457,4.0,2190,1.0,431,1.0,1017,5.0,461,5.0,953,10s,1,1,2,Male,1,1,White,Agnostic,0,2,1,5,0,6,5,2,5,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32046,3.0,242,2.0,2600,4.0,1072,2.0,1550,5.0,4786,2.0,1071,2.0,2515,2.0,2913,3.0,1883,3.0,2453,3.0,5222,3.0,3209,3.0,1643,3.0,849,4.0,975,2.0,2868,4.0,2546,4.0,1051,3.0,209,4.0,1875,10s,1,1,1,Female,1,1,Asian,Christian_Catholic,3,2,3,3,1,2,2,1,2,3,0,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32047,3.0,937,1.0,1422,1.0,2276,5.0,2603,2.0,2735,2.0,2350,5.0,496,1.0,2280,5.0,1498,1.0,2342,5.0,3258,5.0,1973,2.0,1212,5.0,476,1.0,2192,1.0,1048,5.0,330,1.0,2978,1.0,2360,1.0,1180,40s,4,1,3,Male,2,1,White,Christian_Protestant,5,5,1,2,1,1,1,2,1,5,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
32048,1.0,547,5.0,605,5.0,613,1.0,583,1.0,814,1.0,738,2.0,409,3.0,2484,1.0,955,4.0,1427,1.0,3044,5.0,572,4.0,768,1.0,506,5.0,952,4.0,779,1.0,523,2.0,1036,4.0,849,5.0,743,10s,3,1,1,Male,1,1,Black,Christian_Protestant,4,2,4,6,2,2,4,2,3,4,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32049,4.0,436,5.0,1923,5.0,561,2.0,2961,2.0,1132,1.0,685,1.0,1545,3.0,1904,1.0,4678,1.0,865,3.0,1733,5.0,1403,5.0,644,1.0,1242,5.0,768,5.0,1159,4.0,528,4.0,2607,5.0,609,5.0,1595,10s,2,2,2,Male,1,1,Asian,Atheist,4,1,2,0,1,1,0,6,5,2,2,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
32050,1.0,327,2.0,1440,2.0,910,3.0,1098,3.0,996,1.0,622,4.0,1389,1.0,1134,5.0,1557,3.0,869,4.0,2036,5.0,642,3.0,698,2.0,668,5.0,662,4.0,1272,4.0,433,5.0,1010,5.0,560,2.0,1269,10s,1,1,3,Female,1,1,Asian,Agnostic,4,2,2,1,1,1,1,2,5,4,2,2,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
32051,1.0,1780,4.0,1417,5.0,4099,1.0,1046,1.0,1143,3.0,2533,1.0,767,1.0,2005,5.0,3811,4.0,1146,5.0,1078,4.0,1836,4.0,1350,5.0,278,4.0,1058,4.0,1132,4.0,1042,5.0,1337,4.0,982,4.0,1102,60s,4,1,2,Male,1,3,White,Agnostic,5,4,0,5,0,2,0,4,0,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32052,2.0,378,4.0,1032,2.0,1656,2.0,982,3.0,1335,2.0,2241,1.0,758,1.0,1358,2.0,2083,4.0,837,5.0,1296,1.0,1156,1.0,1455,4.0,348,2.0,948,4.0,1279,2.0,465,2.0,3176,1.0,1278,2.0,758,20s,2,1,2,Female,1,2,White,Christian_Other,1,2,0,3,2,5,0,4,4,4,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1
32053,2.0,892,4.0,1088,3.0,2779,1.0,536,3.0,966,2.0,504,2.0,756,3.0,996,5.0,1119,4.0,928,5.0,914,5.0,731,4.0,708,2.0,442,1.0,491,1.0,748,2.0,1416,2.0,1065,1.0,1477,2.0,1123,40s,2,1,5,Female,1,3,White,Other,2,1,1,2,1,0,2,2,0,6,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
32054,1.0,281,5.0,620,4.0,439,1.0,470,1.0,831,1.0,438,1.0,548,1.0,1157,1.0,750,4.0,586,2.0,657,4.0,550,4.0,468,1.0,437,5.0,518,5.0,362,1.0,273,1.0,421,4.0,357,5.0,470,20s,4,2,1,Male,1,1,White,Atheist,5,1,2,5,1,2,4,1,0,5,3,2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
32055,1.0,935,1.0,3823,4.0,2540,1.0,2201,1.0,1396,1.0,1131,4.0,985,1.0,3627,5.0,3277,4.0,637,5.0,3135,5.0,1822,4.0,6637,1.0,896,1.0,2228,1.0,5020,1.0,577,4.0,5218,2.0,2476,1.0,2535,40s,3,2,2,Male,1,1,Asian,Agnostic,2,6,4,5,0,2,2,5,0,5,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32056,3.0,433,4.0,1902,4.0,1024,4.0,985,3.0,663,3.0,516,5.0,603,1.0,1079,5.0,1881,2.0,97708,5.0,778,5.0,1067,4.0,554,4.0,452,1.0,1318,1.0,1255,4.0,815,5.0,2228,5.0,871,4.0,715,20s,2,1,1,Female,1,1,White,Agnostic,1,6,2,1,0,2,0,4,2,4,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32057,1.0,573,3.0,1276,5.0,467,1.0,525,2.0,1300,2.0,602,2.0,422,2.0,1861,3.0,1790,4.0,4868,3.0,704,5.0,1166,4.0,11593,2.0,493,4.0,783,3.0,355,2.0,926,2.0,2413,4.0,445,4.0,791,20s,3,1,2,Female,1,1,White,Atheist,5,2,1,3,1,1,3,5,4,5,2,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
32058,2.0,409,4.0,1451,4.0,1087,2.0,90,2.0,1252,2.0,500,4.0,497,4.0,1221,4.0,2454,4.0,1698,4.0,1072,4.0,762,5.0,940,3.0,180,5.0,431,5.0,1082,3.0,544,4.0,742,5.0,103,4.0,602,10s,1,1,2,Female,2,1,White,Atheist,5,5,0,0,4,1,1,2,6,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32059,1.0,576,5.0,908,5.0,2855,1.0,1827,1.0,939,1.0,514,3.0,728,1.0,1538,1.0,1963,5.0,1122,5.0,1080,5.0,881,5.0,1137,1.0,437,5.0,911,1.0,2707,1.0,317,5.0,1844,5.0,1059,5.0,724,10s,1,1,3,Male,1,1,White,Christian_Catholic,1,0,2,4,0,3,2,3,3,6,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
32060,3.0,458,5.0,585,4.0,2449,1.0,620,5.0,560,2.0,626,2.0,110,4.0,1167,5.0,3008,5.0,1528,2.0,1194,5.0,1252,4.0,948,5.0,401,5.0,637,1.0,685,4.0,782,4.0,1376,4.0,764,4.0,1501,20s,2,2,1,Male,1,1,Asian,Hindu,1,4,2,1,1,0,0,5,1,3,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
32061,1.0,322,4.0,658,4.0,733,2.0,536,1.0,1161,2.0,831,2.0,518,1.0,1062,2.0,1393,4.0,838,4.0,861,5.0,884,4.0,427,2.0,423,4.0,385,4.0,1151,3.0,348,4.0,722,4.0,433,4.0,724,30s,3,2,2,Female,1,2,Asian,Christian_Other,6,2,2,0,5,4,0,6,5,1,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32062,1.0,566,5.0,997,5.0,602,1.0,526,1.0,716,1.0,1330,1.0,497,1.0,2140,1.0,1340,5.0,1104,1.0,1043,5.0,1050,5.0,1732,2.0,916,5.0,137,5.0,518,1.0,1128,1.0,1138,4.0,911,5.0,719,10s,1,1,2,Male,1,1,White,Atheist,6,0,7,0,5,0,6,2,5,4,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32063,1.0,347,5.0,700,5.0,839,4.0,1008,2.0,563,4.0,799,1.0,259,5.0,1112,1.0,652,5.0,468,2.0,353,5.0,424,4.0,102,1.0,79,5.0,524,5.0,307,2.0,244,2.0,831,2.0,396,4.0,517,10s,2,1,2,Female,1,1,Asian,Atheist,5,2,1,0,1,2,5,5,6,3,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32064,1.0,446,4.0,1127,5.0,576,1.0,348,2.0,1218,1.0,434,1.0,536,2.0,1380,1.0,1214,4.0,672,2.0,1372,4.0,2368,3.0,1134,1.0,420,5.0,677,2.0,987,1.0,493,1.0,849,4.0,314,4.0,363,20s,3,2,3,Male,1,1,Asian,Christian_Protestant,5,1,3,3,1,1,4,2,3,5,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32065,1.0,107,1.0,1380,1.0,774,4.0,2123,2.0,1294,1.0,496,2.0,688,1.0,232,5.0,1826,2.0,2048,5.0,1572,5.0,4300,3.0,1293,4.0,1828,3.0,1630,2.0,1129,2.0,894,4.0,1564,4.0,555,2.0,2251,10s,2,0,3,Male,1,1,White,Christian_Catholic,1,2,1,5,2,5,1,4,4,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32066,2.0,572,5.0,1397,3.0,1134,2.0,3909,3.0,2240,1.0,1439,5.0,3408,2.0,333,3.0,10803,4.0,6990,1.0,1400,5.0,1825,5.0,918,2.0,2431,4.0,2212,2.0,1677,4.0,1486,3.0,2584,5.0,9656,4.0,1944,20s,3,2,2,Male,1,1,White,Agnostic,1,1,4,2,1,5,1,1,4,6,2,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
32067,2.0,303,4.0,825,4.0,602,3.0,531,2.0,851,3.0,418,4.0,367,4.0,939,3.0,1505,4.0,1185,4.0,1439,4.0,697,4.0,531,1.0,415,4.0,435,3.0,665,4.0,476,3.0,802,2.0,965,4.0,738,20s,3,1,4,Male,1,1,White,Christian_Other,4,4,2,5,2,1,2,5,1,5,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32068,1.0,1231,4.0,2225,5.0,1224,1.0,1103,1.0,423,4.0,1097,4.0,1054,1.0,2879,4.0,5643,5.0,2491,5.0,1619,5.0,1365,4.0,1364,4.0,628,2.0,1321,1.0,1067,4.0,849,4.0,3137,5.0,865,5.0,1629,50s,3,1,3,Male,1,3,White,Christian_Catholic,5,5,0,5,0,3,1,5,0,6,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32069,1.0,607,5.0,789,4.0,1008,1.0,594,1.0,537,3.0,411,1.0,644,5.0,697,4.0,792,3.0,667,1.0,443,5.0,720,1.0,681,1.0,349,5.0,545,5.0,629,1.0,466,3.0,589,5.0,433,4.0,1141,40s,4,1,0,Female,1,3,White,Christian_Catholic,2,6,2,1,2,2,0,6,1,5,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32070,4.0,501,1.0,831,5.0,563,1.0,888,2.0,1174,1.0,1318,5.0,549,2.0,1283,4.0,1880,4.0,1853,4.0,769,5.0,1046,1.0,708,2.0,670,3.0,1088,5.0,1022,5.0,454,5.0,1336,3.0,971,1.0,777,40s,2,1,5,Male,1,2,White,Christian_Catholic,0,6,0,5,2,0,0,5,0,6,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32071,1.0,634,1.0,1396,5.0,871,1.0,1693,5.0,1498,1.0,1301,5.0,1274,3.0,2240,5.0,8888,5.0,3274,1.0,833,5.0,1880,1.0,1320,4.0,1279,5.0,806,4.0,1417,4.0,1197,4.0,1461,5.0,760,5.0,2021,30s,2,1,5,Male,1,3,Other,Christian_Mormon,2,6,0,2,0,6,1,1,1,6,3,2,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
32072,2.0,1076,3.0,2618,2.0,692,1.0,793,1.0,1651,3.0,2456,3.0,1440,5.0,1627,4.0,5457,4.0,1399,4.0,3115,4.0,2255,2.0,140,2.0,419,1.0,781,2.0,1483,1.0,722,4.0,2994,3.0,1214,1.0,1332,20s,2,1,2,Female,1,1,White,Agnostic,1,5,0,2,2,6,1,6,4,5,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32073,1.0,400,5.0,1240,5.0,939,1.0,375,1.0,789,1.0,444,3.0,463,3.0,1633,1.0,1464,5.0,1317,2.0,1643,5.0,552,4.0,557,3.0,441,2.0,319,3.0,879,2.0,622,3.0,10388,1.0,866,3.0,537,20s,2,1,3,Male,1,1,White,Christian_Other,3,2,1,1,0,2,1,0,5,6,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
32074,1.0,379,2.0,1807,4.0,790,1.0,709,1.0,647,5.0,508,4.0,620,1.0,1480,5.0,1591,5.0,845,5.0,706,3.0,1146,4.0,733,5.0,317,2.0,1733,1.0,1179,1.0,403,4.0,826,4.0,678,3.0,811,10s,2,1,11,Female,1,1,White,Christian_Protestant,4,6,1,2,2,0,0,2,1,5,2,2,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32075,2.0,651,4.0,1557,5.0,1226,2.0,4486,2.0,6360,1.0,420,5.0,809,4.0,1302,3.0,20104,5.0,1052,3.0,2005,2.0,259,3.0,15168,1.0,643,4.0,15431,3.0,2744,3.0,727,3.0,957,2.0,1175,4.0,2002,10s,1,1,1,Female,1,1,White,Atheist,5,1,3,1,4,4,3,5,3,5,3,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
32076,2.0,1131,5.0,6460,5.0,498,1.0,624,1.0,609,1.0,488,1.0,626,3.0,1351,1.0,1435,5.0,1514,2.0,2006,5.0,5804,5.0,472,1.0,543,5.0,826,5.0,1104,1.0,411,1.0,782,5.0,419,5.0,1036,30s,4,1,3,Male,1,2,White,Atheist,1,4,5,5,1,5,2,1,1,3,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
32077,1.0,409,5.0,709,4.0,1431,1.0,346,1.0,863,1.0,347,1.0,376,3.0,840,3.0,1293,4.0,931,5.0,1181,4.0,789,5.0,401,1.0,292,4.0,353,2.0,568,2.0,884,1.0,661,4.0,408,4.0,794,50s,4,1,5,Male,1,3,White,Christian_Other,1,5,3,5,2,2,2,2,2,6,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1
32078,2.0,791,5.0,1283,4.0,763,2.0,987,3.0,2005,2.0,665,4.0,882,1.0,1456,4.0,1281,3.0,4431,5.0,1448,5.0,632,3.0,978,5.0,735,2.0,1141,3.0,962,4.0,1186,3.0,2814,2.0,663,5.0,1163,20s,3,2,1,Female,1,1,Asian,Christian_Protestant,1,3,0,2,1,4,0,3,4,3,2,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
32079,1.0,339,5.0,884,5.0,734,1.0,1168,1.0,741,1.0,717,1.0,369,5.0,1278,1.0,1995,5.0,1202,1.0,1063,5.0,745,5.0,845,1.0,425,5.0,653,5.0,832,1.0,479,1.0,490,5.0,804,5.0,933,10s,2,2,3,Male,1,1,White,Atheist,1,3,0,2,0,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
